,region,date,crime_count,snow_count
530,Uppsala län,2012-11-01,44.0,1.5
531,Uppsala län,2013-10-01,43.0,0.0
532,Värmlands län,1999-03-01,35.0,11.909090909090908
533,Värmlands län,2000-10-01,37.0,1.3333333333333333
534,Värmlands län,2001-12-01,35.0,8.25
535,Värmlands län,2003-03-01,35.0,9.454545454545455
536,Värmlands län,2009-10-01,35.0,1.25
537,Värmlands län,2010-10-01,35.0,1.4166666666666667
538,Värmlands län,2014-01-01,37.0,20.68421052631579
539,Värmlands län,2014-12-01,35.0,14.588235294117647
540,Västerbottens län,2009-11-01,34.0,14.96875
541,Västernorrlands län,1998-11-01,32.0,9.235294117647058
542,Västernorrlands län,2002-12-01,33.0,6.388888888888889
543,Västernorrlands län,2010-10-01,32.0,2.4615384615384617
544,Västernorrlands län,2012-11-01,31.0,2.789473684210526
545,Västernorrlands län,2014-02-01,31.0,22.35
546,Västernorrlands län,2014-10-01,31.0,0.2857142857142857
547,Västmanlands län,1996-12-01,34.0,9.571428571428571
548,Västmanlands län,1998-03-01,33.0,5.142857142857143
549,Västmanlands län,2004-12-01,33.0,16.428571428571427
550,Västmanlands län,2006-10-01,34.0,1.4
551,Västmanlands län,2010-12-01,33.0,26.375
552,Västmanlands län,2013-12-01,34.0,8.75
553,Västmanlands län,2014-03-01,35.0,7.625
554,Västra Götalands län,2005-03-01,195.0,13.84375
555,Örebro län,1996-02-01,35.0,10.727272727272727
556,Örebro län,1996-12-01,37.0,13.545454545454545
557,Örebro län,2002-02-01,36.0,8.545454545454545
558,Örebro län,2005-01-01,36.0,8.875
559,Örebro län,2005-10-01,36.0,1.25
560,Örebro län,2005-12-01,36.0,14.8
561,Örebro län,2007-01-01,37.0,11.11111111111111
562,Örebro län,2007-11-01,35.0,6.0
563,Örebro län,2009-11-01,35.0,0.36363636363636365
564,Örebro län,2009-12-01,36.0,15.666666666666666
565,Örebro län,2014-02-01,36.0,14.153846153846153
566,Östergötlands län,1996-11-01,55.0,1.4615384615384615
567,Östergötlands län,1997-11-01,55.0,4.142857142857143
568,Östergötlands län,2000-02-01,53.0,2.5
569,Östergötlands län,2001-10-01,54.0,0.0
570,Östergötlands län,2004-01-01,55.0,12.714285714285714
571,Östergötlands län,2004-11-01,53.0,8.583333333333334
572,Östergötlands län,2005-01-01,56.0,9.615384615384615
573,Östergötlands län,2010-12-01,54.0,21.0
574,Östergötlands län,2012-03-01,56.0,3.6842105263157894
575,Östergötlands län,2013-10-01,55.0,0.47058823529411764
576,Östergötlands län,2014-02-01,57.0,10.894736842105264
577,Blekinge län,1998-10-01,21.0,0.0
578,Blekinge län,2003-12-01,21.0,0.0
579,Blekinge län,2005-10-01,21.0,0.0
580,Blekinge län,2005-11-01,21.0,3.0
581,Blekinge län,2009-01-01,22.0,4.5
582,Blekinge län,2009-02-01,22.0,10.666666666666666
583,Blekinge län,2014-01-01,22.0,10.4
584,Blekinge län,2014-02-01,21.0,5.0
585,Blekinge län,2014-11-01,22.0,0.0
586,Dalarnas län,2000-11-01,40.0,4.333333333333333
587,Dalarnas län,2000-12-01,39.0,6.2
588,Dalarnas län,2003-11-01,39.0,9.066666666666666
589,Dalarnas län,2004-11-01,40.0,11.3125
590,Dalarnas län,2010-12-01,40.0,23.473684210526315
591,Gotlands län,1998-11-01,8.0,9.0
592,Gotlands län,2004-01-01,8.0,17.0
593,Gävleborgs län,2001-12-01,40.0,9.9
594,Gävleborgs län,2003-02-01,39.0,14.545454545454545
595,Gävleborgs län,2008-01-01,38.0,19.36842105263158
596,Gävleborgs län,2008-03-01,38.0,16.526315789473685
597,Gävleborgs län,2014-10-01,39.0,0.0
598,Hallands län,1998-03-01,37.0,7.0
599,Hallands län,1999-01-01,38.0,5.25
600,Hallands län,2006-02-01,41.0,23.25
601,Hallands län,2010-02-01,42.0,27.4
602,Jönköpings län,1998-01-01,45.0,6.818181818181818
603,Jönköpings län,1999-11-01,47.0,2.4
604,Jönköpings län,2002-01-01,46.0,12.727272727272727
605,Jönköpings län,2002-02-01,47.0,4.7272727272727275
606,Jönköpings län,2003-10-01,45.0,1.0
607,Jönköpings län,2005-01-01,45.0,9.615384615384615
608,Jönköpings län,2010-10-01,48.0,0.625
609,Jönköpings län,2012-10-01,48.0,0.42857142857142855
610,Jönköpings län,2013-03-01,49.0,21.466666666666665
611,Kalmar län,2003-10-01,32.0,1.5
612,Kalmar län,2003-12-01,33.0,3.5
613,Kalmar län,2005-02-01,32.0,18.454545454545453
614,Kalmar län,2009-02-01,32.0,14.857142857142858
615,Kalmar län,2013-02-01,33.0,20.736842105263158
616,Kronobergs län,1996-12-01,25.0,12.4
617,Kronobergs län,1999-03-01,25.0,4.666666666666667
618,Kronobergs län,1999-12-01,25.0,10.5
619,Kronobergs län,2002-10-01,24.0,4.0
620,Stockholms län,1996-01-01,237.0,5.8
621,Stockholms län,1996-02-01,239.0,6.0
622,Stockholms län,1997-02-01,242.0,4.0
623,Stockholms län,1999-11-01,260.0,1.875
624,Stockholms län,2003-02-01,253.0,14.0
625,Stockholms län,2006-10-01,265.0,2.6
626,Södermanlands län,1999-02-01,37.0,10.714285714285714
627,Södermanlands län,2003-01-01,36.0,10.222222222222221
628,Södermanlands län,2004-11-01,36.0,9.9
629,Södermanlands län,2006-12-01,37.0,0.6666666666666666
630,Södermanlands län,2010-01-01,39.0,24.166666666666668
631,Södermanlands län,2010-10-01,39.0,0.25
632,Södermanlands län,2011-12-01,37.0,4.6923076923076925
633,Södermanlands län,2012-10-01,38.0,0.07142857142857142
634,Södermanlands län,2013-11-01,40.0,0.0
635,Södermanlands län,2014-02-01,38.0,7.4
636,Södermanlands län,2014-03-01,39.0,1.125
637,Uppsala län,1995-11-01,40.0,0.3333333333333333
638,Uppsala län,1996-10-01,39.0,0.0
639,Uppsala län,1998-02-01,42.0,4.833333333333333
640,Uppsala län,1998-12-01,41.0,11.0
641,Uppsala län,1999-12-01,40.0,8.714285714285714
642,Uppsala län,2001-12-01,41.0,5.333333333333333
643,Uppsala län,2006-12-01,43.0,0.2857142857142857
644,Uppsala län,2007-12-01,45.0,0.2857142857142857
645,Uppsala län,2009-12-01,47.0,15.0
646,Värmlands län,1997-11-01,39.0,6.625
647,Värmlands län,2005-01-01,38.0,11.533333333333333
648,Värmlands län,2006-12-01,38.0,1.8181818181818181
649,Värmlands län,2007-11-01,39.0,6.5625
650,Värmlands län,2008-10-01,39.0,0.5
651,Värmlands län,2010-11-01,38.0,14.277777777777779
652,Värmlands län,2011-10-01,38.0,0.14285714285714285
653,Värmlands län,2012-10-01,39.0,2.4
654,Värmlands län,2012-11-01,39.0,4.466666666666667
655,Värmlands län,2012-12-01,38.0,27.27777777777778
656,Värmlands län,2013-03-01,39.0,25.38888888888889
657,Västerbottens län,2011-11-01,37.0,3.6875
658,Västerbottens län,2013-11-01,37.0,18.516129032258064
659,Västernorrlands län,1998-10-01,36.0,2.3333333333333335
660,Västernorrlands län,1999-01-01,34.0,11.222222222222221
661,Västernorrlands län,2000-11-01,34.0,2.4
662,Västernorrlands län,2001-10-01,35.0,1.0
663,Västernorrlands län,2006-10-01,33.0,5.2
664,Västernorrlands län,2009-01-01,33.0,25.210526315789473
665,Västernorrlands län,2010-11-01,33.0,16.65
666,Västernorrlands län,2011-10-01,34.0,0.08333333333333333
667,Västmanlands län,1996-10-01,37.0,1.0
668,Västmanlands län,2001-10-01,37.0,0.5
669,Västmanlands län,2002-10-01,37.0,2.0
670,Västmanlands län,2003-12-01,37.0,12.833333333333334
671,Västmanlands län,2007-11-01,34.0,12.285714285714286
672,Västmanlands län,2010-02-01,36.0,23.625
673,Västmanlands län,2011-01-01,35.0,28.0
674,Västmanlands län,2012-02-01,35.0,18.22222222222222
675,Västmanlands län,2013-01-01,35.0,22.22222222222222
676,Västra Götalands län,2001-12-01,207.0,8.137931034482758
677,Västra Götalands län,2006-03-01,212.0,25.88888888888889
678,Västra Götalands län,2007-01-01,211.0,7.794117647058823
679,Västra Götalands län,2010-03-01,219.0,20.238095238095237
680,Västra Götalands län,2014-03-01,234.0,0.7297297297297297
681,Örebro län,1997-10-01,39.0,0.0
682,Örebro län,1997-11-01,38.0,6.636363636363637
683,Örebro län,2002-01-01,38.0,15.727272727272727
684,Örebro län,2002-03-01,38.0,11.88888888888889
685,Örebro län,2003-01-01,37.0,18.4
686,Örebro län,2006-11-01,39.0,2.5
687,Östergötlands län,1999-10-01,56.0,0.0
688,Östergötlands län,2003-10-01,60.0,1.6
689,Östergötlands län,2009-12-01,61.0,17.41176470588235
690,Östergötlands län,2010-11-01,61.0,11.0
691,Östergötlands län,2012-11-01,60.0,2.210526315789474
692,Östergötlands län,2013-11-01,61.0,2.1666666666666665
693,Blekinge län,1995-01-01,23.0,5.0
694,Blekinge län,1999-01-01,23.0,4.5
695,Blekinge län,2000-10-01,22.0,0.0
696,Blekinge län,2003-01-01,23.0,5.5
697,Blekinge län,2005-12-01,22.0,5.333333333333333
698,Blekinge län,2006-11-01,23.0,0.0
699,Blekinge län,2007-01-01,22.0,4.666666666666667
700,Dalarnas län,1995-10-01,43.0,1.0
701,Dalarnas län,2000-10-01,42.0,2.0
702,Dalarnas län,2008-11-01,42.0,12.333333333333334
703,Dalarnas län,2012-11-01,41.0,3.7142857142857144
704,Dalarnas län,2014-12-01,42.0,13.5
705,Gävleborgs län,1999-11-01,43.0,4.5
706,Gävleborgs län,2009-11-01,42.0,1.8333333333333333
707,Gävleborgs län,2013-12-01,42.0,12.4
708,Hallands län,1996-02-01,41.0,7.0
709,Hallands län,2008-03-01,45.0,7.111111111111111
710,Hallands län,2013-01-01,45.0,13.4
711,Jönköpings län,2007-11-01,50.0,5.375
712,Jönköpings län,2008-01-01,51.0,5.875
713,Jönköpings län,2008-02-01,51.0,2.066666666666667
714,Jönköpings län,2014-01-01,50.0,14.6875
715,Kalmar län,1997-12-01,37.0,5.5
716,Kalmar län,2002-01-01,36.0,12.181818181818182
717,Kalmar län,2002-02-01,36.0,4.444444444444445
718,Kalmar län,2005-12-01,34.0,13.1
719,Kalmar län,2006-12-01,34.0,15.5
720,Kalmar län,2008-01-01,34.0,5.538461538461538
721,Kalmar län,2008-10-01,34.0,0.2857142857142857
722,Kalmar län,2009-03-01,35.0,4.928571428571429
723,Kalmar län,2011-03-01,34.0,9.294117647058824
724,Kalmar län,2012-10-01,36.0,0.4666666666666667
725,Kalmar län,2014-11-01,36.0,0.13333333333333333
726,Kronobergs län,1999-01-01,27.0,6.2
727,Kronobergs län,1999-11-01,27.0,1.25
728,Kronobergs län,2000-12-01,27.0,3.6666666666666665
729,Kronobergs län,2001-11-01,26.0,3.0
730,Kronobergs län,2003-03-01,27.0,3.0
731,Kronobergs län,2009-02-01,27.0,15.25
732,Kronobergs län,2011-02-01,28.0,14.11111111111111
733,Norrbottens län,2014-10-01,37.0,5.775
734,Skåne län,1999-02-01,171.0,9.285714285714286
735,Skåne län,1999-10-01,172.0,0.0
736,Skåne län,2001-02-01,172.0,4.214285714285714
737,Stockholms län,1997-10-01,266.0,1.3333333333333333
738,Stockholms län,1998-01-01,263.0,6.222222222222222
739,Stockholms län,2000-12-01,267.0,4.444444444444445
740,Stockholms län,2002-03-01,273.0,7.0
741,Stockholms län,2002-11-01,285.0,8.0
742,Stockholms län,2003-03-01,280.0,7.125
743,Södermanlands län,1997-02-01,39.0,3.125
744,Södermanlands län,2003-10-01,40.0,1.0
745,Södermanlands län,2005-01-01,40.0,2.375
746,Södermanlands län,2008-12-01,41.0,6.333333333333333
747,Södermanlands län,2009-03-01,39.0,8.3
748,Södermanlands län,2010-12-01,41.0,19.916666666666668
749,Södermanlands län,2012-12-01,40.0,23.0
750,Uppsala län,1995-10-01,43.0,0.0
751,Uppsala län,1995-12-01,44.0,0.0
752,Uppsala län,1996-02-01,43.0,0.0
753,Uppsala län,1997-03-01,44.0,1.0
754,Uppsala län,1999-01-01,44.0,6.833333333333333
755,Uppsala län,2002-01-01,45.0,9.833333333333334
756,Uppsala län,2002-02-01,46.0,4.833333333333333
757,Uppsala län,2010-12-01,50.0,21.875
758,Uppsala län,2012-02-01,50.0,21.77777777777778
759,Uppsala län,2013-11-01,50.0,0.0
760,Värmlands län,1995-11-01,42.0,8.0
761,Värmlands län,1997-10-01,41.0,1.3333333333333333
762,Värmlands län,1998-12-01,42.0,7.428571428571429
763,Värmlands län,2003-10-01,41.0,0.8571428571428571
764,Värmlands län,2004-10-01,40.0,0.0
765,Värmlands län,2005-02-01,41.0,14.5625
766,Värmlands län,2008-12-01,41.0,16.0
767,Värmlands län,2013-01-01,40.0,22.61111111111111
768,Värmlands län,2013-10-01,41.0,0.13333333333333333
769,Värmlands län,2014-10-01,42.0,0.17647058823529413
770,Värmlands län,2014-11-01,40.0,1.2352941176470589
771,Västerbottens län,2014-12-01,38.0,22.676470588235293
772,Västernorrlands län,2000-10-01,36.0,1.0
773,Västmanlands län,1996-02-01,40.0,0.42857142857142855
774,Västmanlands län,1997-10-01,38.0,2.0
775,Västmanlands län,1997-12-01,39.0,9.428571428571429
776,Västmanlands län,1998-10-01,39.0,3.0
777,Västmanlands län,1998-11-01,39.0,11.166666666666666
778,Västmanlands län,1999-10-01,39.0,1.0
779,Västmanlands län,2002-03-01,40.0,11.333333333333334
780,Västmanlands län,2005-01-01,38.0,12.0
781,Västmanlands län,2005-11-01,38.0,8.4
782,Västmanlands län,2006-11-01,38.0,10.0
783,Västmanlands län,2008-10-01,38.0,0.6
784,Västmanlands län,2008-12-01,38.0,19.142857142857142
785,Västmanlands län,2014-10-01,40.0,0.42857142857142855
786,Västmanlands län,2014-12-01,40.0,9.375
787,Västra Götalands län,2004-03-01,231.0,6.68
788,Västra Götalands län,2004-10-01,234.0,0.0
789,Västra Götalands län,2005-02-01,223.0,11.4375
790,Västra Götalands län,2007-10-01,228.0,0.0625
791,Västra Götalands län,2009-03-01,232.0,7.125
792,Örebro län,1998-11-01,41.0,14.0
793,Örebro län,1999-10-01,40.0,0.0
794,Örebro län,1999-12-01,41.0,18.454545454545453
795,Örebro län,2002-12-01,41.0,24.0
796,Örebro län,2007-10-01,41.0,0.0
797,Örebro län,2011-10-01,43.0,0.0
798,Örebro län,2013-01-01,42.0,19.76923076923077
799,Östergötlands län,1996-01-01,61.0,6.090909090909091
800,Östergötlands län,1997-01-01,62.0,9.666666666666666
801,Östergötlands län,2001-01-01,60.0,7.1
802,Östergötlands län,2002-01-01,62.0,8.571428571428571
803,Östergötlands län,2004-10-01,62.0,3.3333333333333335
804,Östergötlands län,2014-11-01,65.0,2.263157894736842
805,Blekinge län,1998-12-01,24.0,5.0
806,Blekinge län,2008-03-01,24.0,4.333333333333333
807,Blekinge län,2010-11-01,25.0,5.8
808,Blekinge län,2013-10-01,24.0,0.0
809,Dalarnas län,2002-11-01,43.0,17.11764705882353
810,Dalarnas län,2006-10-01,45.0,1.8235294117647058
811,Dalarnas län,2008-10-01,45.0,0.9473684210526315
812,Dalarnas län,2009-01-01,43.0,21.94736842105263
813,Gotlands län,1997-03-01,9.0,8.25
814,Gotlands län,2003-10-01,9.0,0.6666666666666666
815,Gotlands län,2003-11-01,9.0,5.5
816,Gotlands län,2009-10-01,9.0,0.0
817,Gotlands län,2010-12-01,9.0,26.285714285714285
818,Gävleborgs län,2004-11-01,45.0,11.333333333333334
819,Gävleborgs län,2013-11-01,45.0,0.6842105263157895
820,Hallands län,1995-12-01,44.0,8.666666666666666
821,Hallands län,1996-01-01,44.0,6.333333333333333
822,Hallands län,1996-11-01,43.0,1.0
823,Hallands län,1999-11-01,45.0,2.5
824,Hallands län,2000-02-01,45.0,1.6666666666666667
825,Hallands län,2003-02-01,46.0,23.75
826,Hallands län,2006-01-01,46.0,21.75
827,Hallands län,2008-01-01,48.0,0.875
828,Hallands län,2012-12-01,49.0,12.8
829,Jönköpings län,1997-11-01,49.0,1.0
830,Jönköpings län,2000-01-01,54.0,4.428571428571429
831,Jönköpings län,2000-11-01,52.0,0.0
832,Jönköpings län,2002-11-01,51.0,5.75
833,Jönköpings län,2002-12-01,54.0,9.846153846153847
834,Kalmar län,2003-01-01,38.0,12.0
835,Kalmar län,2003-11-01,38.0,0.0
836,Kalmar län,2004-01-01,38.0,20.363636363636363
837,Kalmar län,2009-01-01,37.0,7.0
838,Kalmar län,2014-02-01,37.0,7.25
839,Kalmar län,2014-12-01,37.0,4.5
840,Kronobergs län,1997-03-01,28.0,0.6666666666666666
841,Kronobergs län,2003-10-01,28.0,1.0
842,Kronobergs län,2005-03-01,29.0,20.0
843,Kronobergs län,2012-03-01,30.0,0.6666666666666666
844,Kronobergs län,2014-10-01,31.0,0.0
845,Skåne län,1996-02-01,177.0,5.2727272727272725
846,Skåne län,1998-02-01,175.0,2.6
847,Skåne län,1998-03-01,181.0,4.1
848,Skåne län,2001-01-01,181.0,1.8461538461538463
849,Stockholms län,1996-10-01,271.0,0.0
850,Stockholms län,1996-11-01,278.0,4.222222222222222
851,Södermanlands län,1998-11-01,40.0,6.666666666666667
852,Södermanlands län,2000-10-01,42.0,1.0
853,Södermanlands län,2001-02-01,42.0,9.875
854,Södermanlands län,2007-12-01,43.0,3.4
855,Södermanlands län,2009-10-01,42.0,0.0
856,Södermanlands län,2012-11-01,44.0,0.9333333333333333
857,Södermanlands län,2013-12-01,43.0,2.2
858,Södermanlands län,2014-11-01,44.0,0.5
859,Uppsala län,1995-03-01,46.0,3.0
860,Uppsala län,1997-10-01,47.0,0.6
861,Uppsala län,2000-11-01,46.0,0.0
862,Uppsala län,2004-12-01,48.0,7.0
863,Uppsala län,2013-12-01,56.0,3.2222222222222223
864,Värmlands län,1998-11-01,45.0,8.272727272727273
865,Värmlands län,1999-02-01,45.0,8.5
866,Värmlands län,2001-11-01,43.0,5.909090909090909
867,Värmlands län,2003-12-01,44.0,8.285714285714286
868,Värmlands län,2008-01-01,43.0,13.529411764705882
869,Västerbottens län,2014-11-01,41.0,12.03125
870,Västernorrlands län,2013-10-01,38.0,0.2631578947368421
871,Västernorrlands län,2014-12-01,40.0,13.88888888888889
872,Västmanlands län,1995-02-01,43.0,6.714285714285714
873,Västmanlands län,1995-12-01,43.0,0.5
874,Västmanlands län,1999-12-01,40.0,16.428571428571427
875,Västmanlands län,2002-12-01,41.0,16.0
876,Västmanlands län,2010-01-01,41.0,24.125
877,Västmanlands län,2011-12-01,41.0,7.777777777777778
878,Västra Götalands län,1995-12-01,245.0,5.151515151515151
879,Västra Götalands län,2001-11-01,244.0,1.6666666666666667
880,Västra Götalands län,2006-01-01,246.0,21.5
881,Västra Götalands län,2006-11-01,244.0,2.085714285714286
882,Västra Götalands län,2007-02-01,252.0,11.783783783783784
883,Västra Götalands län,2012-03-01,253.0,1.7692307692307692
884,Örebro län,1995-03-01,45.0,13.777777777777779
885,Örebro län,1995-10-01,43.0,0.0
886,Örebro län,1995-11-01,44.0,5.8
887,Örebro län,1996-11-01,44.0,6.888888888888889
888,Örebro län,2000-01-01,44.0,10.5
889,Östergötlands län,1995-02-01,68.0,4.5
890,Östergötlands län,1998-11-01,65.0,4.0
891,Östergötlands län,1998-12-01,65.0,6.769230769230769
892,Östergötlands län,1999-03-01,65.0,4.25
893,Östergötlands län,2000-10-01,64.0,1.5
894,Östergötlands län,2006-12-01,65.0,3.4444444444444446
895,Östergötlands län,2007-10-01,66.0,0.2
896,Blekinge län,2002-12-01,25.0,2.0
897,Blekinge län,2003-10-01,26.0,0.0
898,Blekinge län,2004-03-01,26.0,0.0
899,Blekinge län,2011-10-01,26.0,0.16666666666666666
900,Blekinge län,2012-11-01,26.0,0.0
901,Blekinge län,2014-12-01,26.0,0.0
902,Dalarnas län,2011-03-01,46.0,25.31578947368421
903,Gotlands län,1995-11-01,10.0,1.5
904,Gotlands län,2012-03-01,10.0,4.166666666666667
905,Gävleborgs län,1996-02-01,49.0,4.363636363636363
906,Gävleborgs län,2002-11-01,46.0,11.23076923076923
907,Hallands län,1995-02-01,46.0,2.0
908,Hallands län,1995-03-01,45.0,3.0
909,Hallands län,1997-03-01,46.0,1.0
910,Hallands län,1998-02-01,47.0,3.75
911,Jönköpings län,2001-01-01,56.0,6.166666666666667
912,Jönköpings län,2004-12-01,57.0,8.142857142857142
913,Jönköpings län,2009-10-01,57.0,0.0
914,Jönköpings län,2011-01-01,57.0,26.5
915,Jönköpings län,2013-12-01,57.0,4.5
916,Kalmar län,2008-11-01,39.0,3.142857142857143
917,Kalmar län,2010-01-01,40.0,26.705882352941178
918,Kalmar län,2011-10-01,39.0,0.0
919,Kronobergs län,1997-02-01,30.0,5.8
920,Kronobergs län,2003-01-01,31.0,6.5
921,Kronobergs län,2005-01-01,30.0,4.8
922,Kronobergs län,2007-12-01,30.0,0.6666666666666666
923,Kronobergs län,2009-03-01,31.0,3.875
924,Skåne län,1998-01-01,189.0,3.769230769230769
925,Skåne län,1998-10-01,188.0,0.0
926,Skåne län,1999-01-01,186.0,3.8461538461538463
927,Skåne län,1999-03-01,192.0,2.1666666666666665
928,Stockholms län,2003-01-01,314.0,10.7
929,Stockholms län,2003-10-01,309.0,0.8571428571428571
930,Stockholms län,2003-11-01,311.0,3.4
931,Stockholms län,2005-03-01,319.0,15.5
932,Stockholms län,2006-03-01,325.0,20.916666666666668
933,Stockholms län,2007-02-01,325.0,17.833333333333332
934,Stockholms län,2007-03-01,333.0,9.0
935,Södermanlands län,1995-11-01,45.0,0.4444444444444444
936,Södermanlands län,1996-11-01,44.0,4.375
937,Södermanlands län,1997-12-01,44.0,7.5
938,Södermanlands län,2000-11-01,44.0,1.0
939,Södermanlands län,2002-03-01,43.0,4.875
940,Södermanlands län,2009-01-01,45.0,6.2
941,Södermanlands län,2011-03-01,46.0,12.9
942,Södermanlands län,2012-01-01,47.0,8.307692307692308
943,Södermanlands län,2013-02-01,46.0,19.533333333333335
944,Uppsala län,1996-03-01,48.0,1.0
945,Uppsala län,1996-11-01,48.0,3.2
946,Uppsala län,1997-02-01,50.0,3.2857142857142856
947,Värmlands län,1999-11-01,48.0,3.7142857142857144
948,Värmlands län,2000-12-01,46.0,3.727272727272727
949,Värmlands län,2011-01-01,47.0,29.055555555555557
950,Västernorrlands län,2009-11-01,41.0,2.6
951,Västernorrlands län,2011-12-01,40.0,15.6
952,Västmanlands län,1998-01-01,44.0,10.428571428571429
953,Västmanlands län,2003-11-01,45.0,5.666666666666667
954,Västmanlands län,2009-01-01,42.0,18.285714285714285
955,Västmanlands län,2009-02-01,42.0,21.125
956,Västmanlands län,2009-12-01,42.0,18.0
957,Västmanlands län,2013-11-01,44.0,1.25
958,Västra Götalands län,1995-01-01,258.0,13.75
959,Västra Götalands län,2002-03-01,256.0,3.5652173913043477
960,Västra Götalands län,2004-02-01,254.0,10.933333333333334
961,Västra Götalands län,2004-11-01,252.0,6.848484848484849
962,Västra Götalands län,2008-01-01,263.0,3.948717948717949
963,Västra Götalands län,2008-02-01,266.0,3.0294117647058822
964,Västra Götalands län,2008-03-01,260.0,8.25
965,Västra Götalands län,2013-02-01,280.0,19.333333333333332
966,Västra Götalands län,2014-01-01,275.0,15.651162790697674
967,Örebro län,1996-10-01,48.0,0.0
968,Örebro län,2003-11-01,46.0,4.625
969,Örebro län,2006-10-01,46.0,0.5
970,Örebro län,2006-12-01,48.0,0.2
971,Örebro län,2013-10-01,49.0,0.1111111111111111
972,Östergötlands län,1995-12-01,72.0,6.153846153846154
973,Östergötlands län,1997-12-01,70.0,4.857142857142857
974,Östergötlands län,2002-10-01,71.0,2.6666666666666665
975,Östergötlands län,2003-03-01,72.0,4.0
976,Östergötlands län,2007-11-01,70.0,7.357142857142857
977,Östergötlands län,2008-12-01,73.0,8.9375
978,Blekinge län,2006-12-01,27.0,0.0
979,Blekinge län,2007-10-01,27.0,0.0
980,Blekinge län,2008-01-01,27.0,0.0
981,Blekinge län,2009-03-01,28.0,0.3333333333333333
982,Blekinge län,2010-01-01,27.0,26.0
983,Blekinge län,2010-03-01,28.0,16.75
984,Blekinge län,2013-12-01,28.0,1.8
985,Dalarnas län,2005-12-01,49.0,20.88235294117647
986,Dalarnas län,2009-10-01,49.0,0.25
987,Dalarnas län,2011-02-01,49.0,21.57894736842105
988,Gävleborgs län,2002-12-01,49.0,13.384615384615385
989,Hallands län,2001-03-01,50.0,8.5
990,Hallands län,2004-01-01,52.0,16.5
991,Jämtlands län,2009-11-01,23.0,6.818181818181818
992,Jönköpings län,2002-03-01,59.0,4.555555555555555
993,Jönköpings län,2014-10-01,63.0,0.0
994,Jönköpings län,2014-11-01,62.0,0.38461538461538464
995,Kalmar län,2006-11-01,43.0,3.5555555555555554
996,Kalmar län,2007-10-01,41.0,0.0
997,Kalmar län,2009-10-01,42.0,0.0
998,Kalmar län,2011-11-01,43.0,0.0
999,Kalmar län,2012-12-01,41.0,23.842105263157894
1000,Kalmar län,2014-03-01,43.0,2.0
1001,Kronobergs län,1998-01-01,32.0,4.6
1002,Kronobergs län,2010-02-01,33.0,27.9
1003,Kronobergs län,2012-10-01,34.0,0.0
1004,Kronobergs län,2013-02-01,34.0,21.555555555555557
1005,Kronobergs län,2014-01-01,33.0,11.6
1006,Norrbottens län,2009-11-01,46.0,20.5609756097561
1007,Skåne län,2000-12-01,200.0,3.3076923076923075
1008,Stockholms län,2006-11-01,344.0,8.25
1009,Stockholms län,2006-12-01,351.0,8.285714285714286
1010,Stockholms län,2011-02-01,365.0,23.076923076923077
1011,Södermanlands län,1995-10-01,46.0,0.0
1012,Södermanlands län,2011-01-01,48.0,20.6
1013,Södermanlands län,2012-03-01,50.0,0.7142857142857143
1014,Södermanlands län,2013-10-01,49.0,0.07142857142857142
1015,Södermanlands län,2014-10-01,49.0,0.0
1016,Uppsala län,1997-01-01,53.0,6.666666666666667
1017,Uppsala län,1998-11-01,51.0,8.0
1018,Uppsala län,2001-10-01,52.0,0.0
1019,Uppsala län,2003-11-01,54.0,3.0
1020,Uppsala län,2003-12-01,53.0,12.285714285714286
1021,Uppsala län,2012-01-01,62.0,10.11111111111111
1022,Värmlands län,1995-10-01,50.0,1.0
1023,Värmlands län,1998-10-01,50.0,3.142857142857143
1024,Värmlands län,2004-11-01,50.0,9.4375
1025,Värmlands län,2011-02-01,48.0,23.22222222222222
1026,Värmlands län,2014-03-01,49.0,9.631578947368421
1027,Västernorrlands län,2010-12-01,43.0,23.6
1028,Västmanlands län,1996-11-01,47.0,4.714285714285714
1029,Västmanlands län,2001-03-01,47.0,8.285714285714286
1030,Västmanlands län,2010-11-01,45.0,15.142857142857142
1031,Västmanlands län,2011-10-01,46.0,0.0
1032,Västmanlands län,2012-01-01,45.0,13.666666666666666
1033,Västmanlands län,2014-11-01,47.0,3.4285714285714284
1034,Västra Götalands län,2002-02-01,269.0,4.413793103448276
1035,Västra Götalands län,2009-01-01,289.0,5.0
1036,Västra Götalands län,2009-02-01,284.0,16.634146341463413
1037,Västra Götalands län,2010-01-01,284.0,26.953488372093023
1038,Västra Götalands län,2011-01-01,288.0,23.974358974358974
1039,Västra Götalands län,2011-03-01,280.0,8.65
1040,Örebro län,1999-02-01,48.0,9.0
1041,Örebro län,1999-03-01,50.0,15.8
1042,Örebro län,2000-02-01,49.0,10.625
1043,Örebro län,2000-03-01,49.0,5.555555555555555
1044,Örebro län,2001-01-01,50.0,18.5
1045,Örebro län,2003-10-01,50.0,1.3333333333333333
1046,Östergötlands län,1999-01-01,76.0,5.0
1047,Östergötlands län,1999-11-01,75.0,1.25
1048,Östergötlands län,1999-12-01,75.0,7.071428571428571
1049,Östergötlands län,2000-03-01,74.0,3.25
1050,Östergötlands län,2000-12-01,73.0,2.6666666666666665
1051,Blekinge län,2004-10-01,28.0,0.0
1052,Blekinge län,2004-11-01,28.0,0.0
1053,Dalarnas län,1999-11-01,54.0,5.153846153846154
